Student_ID,College_Tier,Department,CGPA,Gender,Attendance_%,Sessions_Attended,Login_Frequency,Time_Spent_Hours,Active_Days,Videos_Watched,Video_Completion_%,Quizzes_Attempted,Quiz_Score,Doubts_Raised,Doubts_Resolved,Hackathons,Workshops,Placement_Status
951,4,Civil,7.14,Female,76,50,3,8,4,72,91,44,78,19,3,1,0,0
952,1,CSE,7.02,Female,86,18,2,13,2,168,54,45,69,8,13,0,3,1
953,4,Civil,6.34,Female,41,102,6,34,4,160,88,26,79,13,4,3,5,0
954,3,Mechanical,7.56,Female,46,194,4,8,5,192,31,11,50,5,3,4,9,1
955,3,Civil,7.98,Male,50,44,5,7,6,132,75,13,77,2,9,1,5,1
956,4,CSE,7.09,Female,40,177,1,18,6,140,90,23,86,5,15,2,1,1
957,1,Civil,6.97,Male,53,76,4,4,6,198,89,17,86,14,8,1,8,1
958,2,CSE,8.5,Female,60,177,4,20,6,28,53,20,86,10,16,1,6,0
959,3,Civil,9.75,Male,45,25,6,20,6,154,48,45,54,18,15,2,6,0
960,1,ECE,9.39,Female,87,36,4,3,1,32,50,45,69,19,2,1,3,1
961,1,CSE,5.59,Male,65,153,5,5,2,118,36,8,54,8,19,3,6,1
962,2,Mechanical,8.26,Male,56,17,1,4,3,183,48,25,82,1,17,4,0,0
963,3,Mechanical,5.04,Female,65,77,1,10,5,102,30,45,99,0,1,0,6,0
964,3,Civil,8.17,Female,46,115,1,27,4,38,99,22,71,4,6,1,5,0
965,1,ECE,7.32,Female,87,126,4,28,1,57,75,38,53,18,15,0,3,0
966,1,Civil,7.46,Female,40,158,6,30,1,38,48,10,48,9,15,4,4,0
967,2,Civil,7.94,Female,54,115,2,3,2,36,65,45,55,5,1,2,1,1
968,2,ECE,8.71,Female,70,16,5,10,2,112,73,38,86,8,6,2,0,0
969,3,CSE,8.65,Female,75,127,1,27,2,188,60,21,99,8,2,1,3,1
970,4,Mechanical,5.22,Male,45,150,5,22,3,78,96,28,74,3,19,1,3,1
971,3,ECE,8.68,Female,58,106,4,19,5,36,31,47,56,19,16,0,1,0
972,1,Civil,9.15,Male,45,49,3,26,2,111,30,48,95,7,8,4,4,1
973,3,CSE,5.34,Female,69,131,3,24,1,181,44,38,98,2,9,4,0,0
974,4,Civil,6.61,Male,74,183,1,17,1,91,64,27,69,4,6,1,8,1
975,2,CSE,8.96,Female,84,171,1,1,5,81,77,35,96,10,17,3,3,0
976,4,Mechanical,7.47,Female,96,86,5,32,5,181,98,35,86,9,18,0,8,1
977,4,Mechanical,8.47,Male,56,21,3,2,3,166,82,47,55,12,10,1,7,1
978,4,CSE,7.51,Male,55,116,1,1,6,81,88,36,90,16,9,1,9,1
979,2,Mechanical,9.89,Male,49,173,2,39,3,81,37,12,64,1,14,2,8,0
980,4,Civil,9.68,Female,75,157,6,13,4,162,82,22,50,0,9,4,4,0
981,4,CSE,6.41,Female,84,117,4,21,5,67,68,31,45,6,14,4,3,0
982,4,Civil,6.93,Female,57,155,4,35,3,99,58,42,81,17,13,0,1,1
983,1,CSE,7.16,Male,49,188,5,37,6,20,33,39,86,7,16,2,3,1
984,4,Civil,5.52,Male,91,54,6,3,2,54,73,15,53,1,5,2,8,1
985,2,Mechanical,7.02,Female,76,184,4,20,4,93,53,41,77,11,15,1,2,1
986,4,ECE,8.87,Male,43,73,1,34,5,136,67,30,74,12,7,2,3,0
987,4,Civil,9.23,Male,99,91,3,29,3,89,61,8,64,11,5,4,6,1
988,2,CSE,9.43,Male,47,140,6,27,5,160,52,48,70,10,1,1,5,0
989,4,Mechanical,5.07,Male,63,108,6,9,3,85,63,31,68,3,13,1,2,1
990,2,CSE,8.94,Female,86,178,2,32,1,147,35,32,51,6,5,4,5,1
991,4,Civil,7.51,Male,73,109,6,22,5,37,62,40,55,17,10,3,4,0
992,2,CSE,6.03,Female,51,38,3,26,4,73,85,44,43,16,2,0,1,1
993,4,CSE,7.49,Female,63,172,6,20,1,172,54,11,60,4,2,4,0,0
994,4,Civil,9.22,Male,97,62,4,27,5,81,60,24,84,5,8,1,4,0
995,1,Mechanical,7.17,Female,81,120,1,21,5,166,57,28,77,10,10,4,6,1
996,1,Mechanical,9.95,Female,83,127,3,1,2,20,79,16,75,7,1,1,7,1
997,4,Civil,8.08,Male,66,103,6,18,4,24,43,43,96,6,4,1,4,0
998,4,Mechanical,7.45,Male,96,80,2,18,4,149,84,30,70,19,17,3,6,1
999,3,ECE,6.47,Male,77,23,1,33,5,150,30,25,97,9,15,1,7,0
1000,2,CSE,5.06,Male,91,102,5,27,5,178,36,37,84,19,1,0,4,1
